$ python ./part1.py input.txt
2025-12-01 12:20:50,153 INFO   : Starting ./part1.py to read input.txt...
2025-12-01 12:20:50,213 INFO   : At goal, goal_count=449
2025-12-01 12:20:50,213 INFO   : At goal, goal_count=450
2025-12-01 12:20:50,213 INFO   : At goal, goal_count=451
2025-12-01 12:20:50,213 INFO   : At goal, goal_count=452
2025-12-01 12:20:50,213 INFO   : At goal, goal_count=453
2025-12-01 12:20:50,214 INFO   : At goal, goal_count=454
2025-12-01 12:20:50,214 INFO   : At goal, goal_count=455
2025-12-01 12:20:50,214 INFO   : At goal, goal_count=456
2025-12-01 12:20:50,214 INFO   : At goal, goal_count=457
2025-12-01 12:20:50,214 INFO   : At goal, goal_count=458
2025-12-01 12:20:50,214 INFO   : At goal, goal_count=459
2025-12-01 12:20:50,214 INFO   : At goal, goal_count=460
2025-12-01 12:20:50,214 INFO   : At goal, goal_count=461
2025-12-01 12:20:50,214 INFO   : At goal, goal_count=462
2025-12-01 12:20:50,214 INFO   : At goal, goal_count=463
2025-12-01 12:20:50,214 INFO   : At goal, goal_count=464
2025-12-01 12:20:50,214 INFO   : At goal, goal_count=465
2025-12-01 12:20:50,215 INFO   : At goal, goal_count=466
2025-12-01 12:20:50,215 INFO   : At goal, goal_count=467
2025-12-01 12:20:50,215 INFO   : At goal, goal_count=468
2025-12-01 12:20:50,215 INFO   : At goal, goal_count=469
2025-12-01 12:20:50,215 INFO   : At goal, goal_count=470
2025-12-01 12:20:50,215 INFO   : At goal, goal_count=471
2025-12-01 12:20:50,215 INFO   : At goal, goal_count=472
2025-12-01 12:20:50,215 INFO   : At goal, goal_count=473
2025-12-01 12:20:50,215 INFO   : At goal, goal_count=474
2025-12-01 12:20:50,215 INFO   : At goal, goal_count=475
2025-12-01 12:20:50,215 INFO   : At goal, goal_count=476
2025-12-01 12:20:50,215 INFO   : At goal, goal_count=477
2025-12-01 12:20:50,216 INFO   : At goal, goal_count=478
2025-12-01 12:20:50,216 INFO   : At goal, goal_count=479
2025-12-01 12:20:50,216 INFO   : At goal, goal_count=480
2025-12-01 12:20:50,216 INFO   : At goal, goal_count=481
2025-12-01 12:20:50,216 INFO   : At goal, goal_count=482
2025-12-01 12:20:50,216 INFO   : At goal, goal_count=483
2025-12-01 12:20:50,216 INFO   : At goal, goal_count=484
2025-12-01 12:20:50,216 INFO   : At goal, goal_count=485
2025-12-01 12:20:50,216 INFO   : At goal, goal_count=486
2025-12-01 12:20:50,216 INFO   : At goal, goal_count=487
2025-12-01 12:20:50,216 INFO   : At goal, goal_count=488
2025-12-01 12:20:50,216 INFO   : At goal, goal_count=489
2025-12-01 12:20:50,217 INFO   : At goal, goal_count=490
2025-12-01 12:20:50,217 INFO   : At goal, goal_count=491
2025-12-01 12:20:50,217 INFO   : At goal, goal_count=492
2025-12-01 12:20:50,217 INFO   : At goal, goal_count=493
2025-12-01 12:20:50,217 INFO   : At goal, goal_count=494
2025-12-01 12:20:50,217 INFO   : At goal, goal_count=495
2025-12-01 12:20:50,217 INFO   : At goal, goal_count=496
2025-12-01 12:20:50,217 INFO   : At goal, goal_count=497
2025-12-01 12:20:50,217 INFO   : At goal, goal_count=498
2025-12-01 12:20:50,217 INFO   : At goal, goal_count=499
2025-12-01 12:20:50,217 INFO   : At goal, goal_count=500
2025-12-01 12:20:50,217 INFO   : At goal, goal_count=501
2025-12-01 12:20:50,218 INFO   : At goal, goal_count=502
2025-12-01 12:20:50,218 INFO   : At goal, goal_count=503
2025-12-01 12:20:50,218 INFO   : At goal, goal_count=504
2025-12-01 12:20:50,218 INFO   : At goal, goal_count=505
2025-12-01 12:20:50,218 INFO   : At goal, goal_count=506
2025-12-01 12:20:50,218 INFO   : At goal, goal_count=507
2025-12-01 12:20:50,218 INFO   : At goal, goal_count=508
2025-12-01 12:20:50,218 INFO   : At goal, goal_count=509
2025-12-01 12:20:50,218 INFO   : At goal, goal_count=510
2025-12-01 12:20:50,218 INFO   : At goal, goal_count=511
2025-12-01 12:20:50,218 INFO   : At goal, goal_count=512
2025-12-01 12:20:50,218 INFO   : At goal, goal_count=513
2025-12-01 12:20:50,218 INFO   : At goal, goal_count=514
2025-12-01 12:20:50,219 INFO   : At goal, goal_count=515
2025-12-01 12:20:50,219 INFO   : At goal, goal_count=516
2025-12-01 12:20:50,219 INFO   : At goal, goal_count=517
2025-12-01 12:20:50,219 INFO   : At goal, goal_count=518
2025-12-01 12:20:50,219 INFO   : At goal, goal_count=519
2025-12-01 12:20:50,219 INFO   : At goal, goal_count=520
2025-12-01 12:20:50,219 INFO   : At goal, goal_count=521
2025-12-01 12:20:50,219 INFO   : At goal, goal_count=522
2025-12-01 12:20:50,219 INFO   : At goal, goal_count=523
2025-12-01 12:20:50,219 INFO   : At goal, goal_count=524
2025-12-01 12:20:50,220 INFO   : At goal, goal_count=525
2025-12-01 12:20:50,220 INFO   : At goal, goal_count=526
2025-12-01 12:20:50,220 INFO   : At goal, goal_count=527
2025-12-01 12:20:50,220 INFO   : At goal, goal_count=528
2025-12-01 12:20:50,220 INFO   : At goal, goal_count=529
2025-12-01 12:20:50,220 INFO   : At goal, goal_count=530
2025-12-01 12:20:50,220 INFO   : At goal, goal_count=531
2025-12-01 12:20:50,221 INFO   : At goal, goal_count=532
2025-12-01 12:20:50,221 INFO   : At goal, goal_count=533
2025-12-01 12:20:50,221 INFO   : At goal, goal_count=534
2025-12-01 12:20:50,221 INFO   : At goal, goal_count=535
2025-12-01 12:20:50,221 INFO   : At goal, goal_count=536
2025-12-01 12:20:50,221 INFO   : At goal, goal_count=537
2025-12-01 12:20:50,221 INFO   : At goal, goal_count=538
2025-12-01 12:20:50,221 INFO   : At goal, goal_count=539
2025-12-01 12:20:50,222 INFO   : At goal, goal_count=540
2025-12-01 12:20:50,222 INFO   : At goal, goal_count=541
2025-12-01 12:20:50,222 INFO   : At goal, goal_count=542
2025-12-01 12:20:50,222 INFO   : At goal, goal_count=543
2025-12-01 12:20:50,222 INFO   : At goal, goal_count=544
2025-12-01 12:20:50,222 INFO   : At goal, goal_count=545
2025-12-01 12:20:50,222 INFO   : At goal, goal_count=546
2025-12-01 12:20:50,222 INFO   : At goal, goal_count=547
2025-12-01 12:20:50,222 INFO   : At goal, goal_count=548
2025-12-01 12:20:50,222 INFO   : At goal, goal_count=549
2025-12-01 12:20:50,222 INFO   : At goal, goal_count=550
2025-12-01 12:20:50,223 INFO   : At goal, goal_count=551
2025-12-01 12:20:50,223 INFO   : At goal, goal_count=552
2025-12-01 12:20:50,223 INFO   : At goal, goal_count=553
2025-12-01 12:20:50,223 INFO   : At goal, goal_count=554
2025-12-01 12:20:50,223 INFO   : At goal, goal_count=555
2025-12-01 12:20:50,223 INFO   : At goal, goal_count=556
2025-12-01 12:20:50,223 INFO   : At goal, goal_count=557
2025-12-01 12:20:50,223 INFO   : At goal, goal_count=558
2025-12-01 12:20:50,223 INFO   : At goal, goal_count=559
2025-12-01 12:20:50,223 INFO   : At goal, goal_count=560
2025-12-01 12:20:50,223 INFO   : At goal, goal_count=561
2025-12-01 12:20:50,223 INFO   : At goal, goal_count=562
2025-12-01 12:20:50,223 INFO   : At goal, goal_count=563
2025-12-01 12:20:50,224 INFO   : At goal, goal_count=564
2025-12-01 12:20:50,224 INFO   : At goal, goal_count=565
2025-12-01 12:20:50,224 INFO   : At goal, goal_count=566
2025-12-01 12:20:50,224 INFO   : At goal, goal_count=567
2025-12-01 12:20:50,224 INFO   : At goal, goal_count=568
2025-12-01 12:20:50,224 INFO   : At goal, goal_count=569
2025-12-01 12:20:50,224 INFO   : At goal, goal_count=570
2025-12-01 12:20:50,224 INFO   : At goal, goal_count=571
2025-12-01 12:20:50,224 INFO   : At goal, goal_count=572
2025-12-01 12:20:50,224 INFO   : At goal, goal_count=573
2025-12-01 12:20:50,225 INFO   : At goal, goal_count=574
2025-12-01 12:20:50,225 INFO   : At goal, goal_count=575
2025-12-01 12:20:50,225 INFO   : At goal, goal_count=576
2025-12-01 12:20:50,225 INFO   : At goal, goal_count=577
2025-12-01 12:20:50,225 INFO   : At goal, goal_count=578
2025-12-01 12:20:50,225 INFO   : At goal, goal_count=579
2025-12-01 12:20:50,225 INFO   : At goal, goal_count=580
2025-12-01 12:20:50,225 INFO   : At goal, goal_count=581
2025-12-01 12:20:50,225 INFO   : At goal, goal_count=582
2025-12-01 12:20:50,225 INFO   : At goal, goal_count=583
2025-12-01 12:20:50,225 INFO   : At goal, goal_count=584
2025-12-01 12:20:50,225 INFO   : At goal, goal_count=585
2025-12-01 12:20:50,226 INFO   : At goal, goal_count=586
2025-12-01 12:20:50,226 INFO   : At goal, goal_count=587
2025-12-01 12:20:50,226 INFO   : At goal, goal_count=588
2025-12-01 12:20:50,226 INFO   : At goal, goal_count=589
2025-12-01 12:20:50,226 INFO   : At goal, goal_count=590
2025-12-01 12:20:50,226 INFO   : At goal, goal_count=591
2025-12-01 12:20:50,226 INFO   : At goal, goal_count=592
2025-12-01 12:20:50,226 INFO   : At goal, goal_count=593
2025-12-01 12:20:50,226 INFO   : At goal, goal_count=594
2025-12-01 12:20:50,226 INFO   : At goal, goal_count=595
2025-12-01 12:20:50,226 INFO   : At goal, goal_count=596
2025-12-01 12:20:50,226 INFO   : At goal, goal_count=597
2025-12-01 12:20:50,227 INFO   : At goal, goal_count=598
2025-12-01 12:20:50,227 INFO   : At goal, goal_count=599
2025-12-01 12:20:50,227 INFO   : At goal, goal_count=600
2025-12-01 12:20:50,227 INFO   : At goal, goal_count=601
2025-12-01 12:20:50,227 INFO   : At goal, goal_count=602
2025-12-01 12:20:50,227 INFO   : At goal, goal_count=603
2025-12-01 12:20:50,227 INFO   : At goal, goal_count=604
2025-12-01 12:20:50,227 INFO   : At goal, goal_count=605
2025-12-01 12:20:50,227 INFO   : At goal, goal_count=606
2025-12-01 12:20:50,227 INFO   : At goal, goal_count=607
2025-12-01 12:20:50,227 INFO   : At goal, goal_count=608
2025-12-01 12:20:50,228 INFO   : At goal, goal_count=609
2025-12-01 12:20:50,228 INFO   : At goal, goal_count=610
2025-12-01 12:20:50,228 INFO   : At goal, goal_count=611
2025-12-01 12:20:50,228 INFO   : At goal, goal_count=612
2025-12-01 12:20:50,228 INFO   : At goal, goal_count=613
2025-12-01 12:20:50,228 INFO   : At goal, goal_count=614
2025-12-01 12:20:50,228 INFO   : At goal, goal_count=615
2025-12-01 12:20:50,228 INFO   : At goal, goal_count=616
2025-12-01 12:20:50,228 INFO   : At goal, goal_count=617
2025-12-01 12:20:50,228 INFO   : At goal, goal_count=618
2025-12-01 12:20:50,228 INFO   : At goal, goal_count=619
2025-12-01 12:20:50,229 INFO   : At goal, goal_count=620
2025-12-01 12:20:50,229 INFO   : At goal, goal_count=621
2025-12-01 12:20:50,229 INFO   : At goal, goal_count=622
2025-12-01 12:20:50,229 INFO   : At goal, goal_count=623
2025-12-01 12:20:50,229 INFO   : At goal, goal_count=624
2025-12-01 12:20:50,229 INFO   : At goal, goal_count=625
2025-12-01 12:20:50,229 INFO   : At goal, goal_count=626
2025-12-01 12:20:50,229 INFO   : At goal, goal_count=627
2025-12-01 12:20:50,229 INFO   : At goal, goal_count=628
2025-12-01 12:20:50,229 INFO   : At goal, goal_count=629
2025-12-01 12:20:50,229 INFO   : At goal, goal_count=630
2025-12-01 12:20:50,230 INFO   : At goal, goal_count=631
2025-12-01 12:20:50,230 INFO   : At goal, goal_count=632
2025-12-01 12:20:50,230 INFO   : At goal, goal_count=633
2025-12-01 12:20:50,230 INFO   : At goal, goal_count=634
2025-12-01 12:20:50,230 INFO   : At goal, goal_count=635
2025-12-01 12:20:50,230 INFO   : At goal, goal_count=636
2025-12-01 12:20:50,230 INFO   : At goal, goal_count=637
2025-12-01 12:20:50,230 INFO   : At goal, goal_count=638
2025-12-01 12:20:50,230 INFO   : At goal, goal_count=639
2025-12-01 12:20:50,230 INFO   : At goal, goal_count=640
2025-12-01 12:20:50,230 INFO   : At goal, goal_count=641
2025-12-01 12:20:50,230 INFO   : At goal, goal_count=642
2025-12-01 12:20:50,231 INFO   : At goal, goal_count=643
2025-12-01 12:20:50,231 INFO   : At goal, goal_count=644
2025-12-01 12:20:50,231 INFO   : At goal, goal_count=645
2025-12-01 12:20:50,231 INFO   : At goal, goal_count=646
2025-12-01 12:20:50,231 INFO   : At goal, goal_count=647
2025-12-01 12:20:50,231 INFO   : At goal, goal_count=648
2025-12-01 12:20:50,231 INFO   : At goal, goal_count=649
2025-12-01 12:20:50,231 INFO   : At goal, goal_count=650
2025-12-01 12:20:50,231 INFO   : At goal, goal_count=651
2025-12-01 12:20:50,231 INFO   : At goal, goal_count=652
2025-12-01 12:20:50,231 INFO   : At goal, goal_count=653
2025-12-01 12:20:50,231 INFO   : At goal, goal_count=654
2025-12-01 12:20:50,232 INFO   : At goal, goal_count=655
2025-12-01 12:20:50,232 INFO   : At goal, goal_count=656
2025-12-01 12:20:50,232 INFO   : At goal, goal_count=657
2025-12-01 12:20:50,232 INFO   : At goal, goal_count=658
2025-12-01 12:20:50,232 INFO   : At goal, goal_count=659
2025-12-01 12:20:50,232 INFO   : At goal, goal_count=660
2025-12-01 12:20:50,232 INFO   : At goal, goal_count=661
2025-12-01 12:20:50,232 INFO   : At goal, goal_count=662
2025-12-01 12:20:50,232 INFO   : At goal, goal_count=663
2025-12-01 12:20:50,232 INFO   : At goal, goal_count=664
2025-12-01 12:20:50,232 INFO   : At goal, goal_count=665
2025-12-01 12:20:50,232 INFO   : At goal, goal_count=666
2025-12-01 12:20:50,232 INFO   : At goal, goal_count=667
2025-12-01 12:20:50,233 INFO   : At goal, goal_count=668
2025-12-01 12:20:50,233 INFO   : At goal, goal_count=669
2025-12-01 12:20:50,233 INFO   : At goal, goal_count=670
2025-12-01 12:20:50,233 INFO   : At goal, goal_count=671
2025-12-01 12:20:50,233 INFO   : At goal, goal_count=672
2025-12-01 12:20:50,233 INFO   : At goal, goal_count=673
2025-12-01 12:20:50,233 INFO   : At goal, goal_count=674
2025-12-01 12:20:50,233 INFO   : At goal, goal_count=675
2025-12-01 12:20:50,233 INFO   : At goal, goal_count=676
2025-12-01 12:20:50,233 INFO   : At goal, goal_count=677
2025-12-01 12:20:50,233 INFO   : At goal, goal_count=678
2025-12-01 12:20:50,233 INFO   : At goal, goal_count=679
2025-12-01 12:20:50,234 INFO   : At goal, goal_count=680
2025-12-01 12:20:50,234 INFO   : At goal, goal_count=681
2025-12-01 12:20:50,234 INFO   : At goal, goal_count=682
2025-12-01 12:20:50,234 INFO   : At goal, goal_count=683
2025-12-01 12:20:50,234 INFO   : At goal, goal_count=684
2025-12-01 12:20:50,234 INFO   : At goal, goal_count=685
2025-12-01 12:20:50,234 INFO   : At goal, goal_count=686
2025-12-01 12:20:50,234 INFO   : At goal, goal_count=687
2025-12-01 12:20:50,234 INFO   : At goal, goal_count=688
2025-12-01 12:20:50,234 INFO   : At goal, goal_count=689
2025-12-01 12:20:50,234 INFO   : At goal, goal_count=690
2025-12-01 12:20:50,234 INFO   : At goal, goal_count=691
2025-12-01 12:20:50,235 INFO   : At goal, goal_count=692
2025-12-01 12:20:50,235 INFO   : At goal, goal_count=693
2025-12-01 12:20:50,235 INFO   : At goal, goal_count=694
2025-12-01 12:20:50,235 INFO   : At goal, goal_count=695
2025-12-01 12:20:50,235 INFO   : At goal, goal_count=696
2025-12-01 12:20:50,235 INFO   : At goal, goal_count=697
2025-12-01 12:20:50,235 INFO   : At goal, goal_count=698
2025-12-01 12:20:50,235 INFO   : At goal, goal_count=699
2025-12-01 12:20:50,236 INFO   : At goal, goal_count=700
2025-12-01 12:20:50,236 INFO   : At goal, goal_count=701
2025-12-01 12:20:50,236 INFO   : At goal, goal_count=702
2025-12-01 12:20:50,236 INFO   : At goal, goal_count=703
2025-12-01 12:20:50,236 INFO   : At goal, goal_count=704
2025-12-01 12:20:50,236 INFO   : At goal, goal_count=705
2025-12-01 12:20:50,236 INFO   : At goal, goal_count=706
2025-12-01 12:20:50,236 INFO   : At goal, goal_count=707
2025-12-01 12:20:50,236 INFO   : At goal, goal_count=708
2025-12-01 12:20:50,236 INFO   : At goal, goal_count=709
2025-12-01 12:20:50,237 INFO   : At goal, goal_count=710
2025-12-01 12:20:50,237 INFO   : At goal, goal_count=711
2025-12-01 12:20:50,237 INFO   : At goal, goal_count=712
2025-12-01 12:20:50,237 INFO   : At goal, goal_count=713
2025-12-01 12:20:50,237 INFO   : At goal, goal_count=714
2025-12-01 12:20:50,237 INFO   : At goal, goal_count=715
2025-12-01 12:20:50,237 INFO   : At goal, goal_count=716
2025-12-01 12:20:50,237 INFO   : At goal, goal_count=717
2025-12-01 12:20:50,237 INFO   : At goal, goal_count=718
2025-12-01 12:20:50,237 INFO   : At goal, goal_count=719
2025-12-01 12:20:50,237 INFO   : At goal, goal_count=720
2025-12-01 12:20:50,237 INFO   : At goal, goal_count=721
2025-12-01 12:20:50,238 INFO   : At goal, goal_count=722
2025-12-01 12:20:50,238 INFO   : At goal, goal_count=723
2025-12-01 12:20:50,238 INFO   : At goal, goal_count=724
2025-12-01 12:20:50,238 INFO   : At goal, goal_count=725
2025-12-01 12:20:50,238 INFO   : At goal, goal_count=726
2025-12-01 12:20:50,238 INFO   : At goal, goal_count=727
2025-12-01 12:20:50,238 INFO   : At goal, goal_count=728
2025-12-01 12:20:50,239 INFO   : At goal, goal_count=729
2025-12-01 12:20:50,239 INFO   : At goal, goal_count=730
2025-12-01 12:20:50,239 INFO   : At goal, goal_count=731
2025-12-01 12:20:50,239 INFO   : At goal, goal_count=732
2025-12-01 12:20:50,239 INFO   : At goal, goal_count=733
2025-12-01 12:20:50,239 INFO   : At goal, goal_count=734
2025-12-01 12:20:50,239 INFO   : At goal, goal_count=735
2025-12-01 12:20:50,239 INFO   : At goal, goal_count=736
2025-12-01 12:20:50,239 INFO   : At goal, goal_count=737
2025-12-01 12:20:50,239 INFO   : At goal, goal_count=738
2025-12-01 12:20:50,239 INFO   : At goal, goal_count=739
2025-12-01 12:20:50,240 INFO   : At goal, goal_count=740
2025-12-01 12:20:50,240 INFO   : At goal, goal_count=741
2025-12-01 12:20:50,240 INFO   : At goal, goal_count=742
2025-12-01 12:20:50,240 INFO   : At goal, goal_count=743
2025-12-01 12:20:50,240 INFO   : At goal, goal_count=744
2025-12-01 12:20:50,240 INFO   : At goal, goal_count=745
2025-12-01 12:20:50,240 INFO   : At goal, goal_count=746
2025-12-01 12:20:50,240 INFO   : At goal, goal_count=747
2025-12-01 12:20:50,240 INFO   : At goal, goal_count=748
2025-12-01 12:20:50,240 INFO   : At goal, goal_count=749
2025-12-01 12:20:50,240 INFO   : At goal, goal_count=750
2025-12-01 12:20:50,240 INFO   : At goal, goal_count=751
2025-12-01 12:20:50,241 INFO   : At goal, goal_count=752
2025-12-01 12:20:50,241 INFO   : At goal, goal_count=753
2025-12-01 12:20:50,241 INFO   : At goal, goal_count=754
2025-12-01 12:20:50,241 INFO   : At goal, goal_count=755
2025-12-01 12:20:50,241 INFO   : At goal, goal_count=756
2025-12-01 12:20:50,241 INFO   : At goal, goal_count=757
2025-12-01 12:20:50,241 INFO   : At goal, goal_count=758
2025-12-01 12:20:50,241 INFO   : At goal, goal_count=759
2025-12-01 12:20:50,241 INFO   : At goal, goal_count=760
2025-12-01 12:20:50,241 INFO   : At goal, goal_count=761
2025-12-01 12:20:50,241 INFO   : At goal, goal_count=762
2025-12-01 12:20:50,242 INFO   : At goal, goal_count=763
2025-12-01 12:20:50,242 INFO   : At goal, goal_count=764
2025-12-01 12:20:50,242 INFO   : At goal, goal_count=765
2025-12-01 12:20:50,242 INFO   : At goal, goal_count=766
2025-12-01 12:20:50,242 INFO   : At goal, goal_count=767
2025-12-01 12:20:50,242 INFO   : At goal, goal_count=768
2025-12-01 12:20:50,242 INFO   : At goal, goal_count=769
2025-12-01 12:20:50,242 INFO   : At goal, goal_count=770
2025-12-01 12:20:50,242 INFO   : At goal, goal_count=771
2025-12-01 12:20:50,242 INFO   : At goal, goal_count=772
2025-12-01 12:20:50,242 INFO   : At goal, goal_count=773
2025-12-01 12:20:50,242 INFO   : At goal, goal_count=774
2025-12-01 12:20:50,243 INFO   : At goal, goal_count=775
2025-12-01 12:20:50,243 INFO   : At goal, goal_count=776
2025-12-01 12:20:50,243 INFO   : At goal, goal_count=777
2025-12-01 12:20:50,243 INFO   : At goal, goal_count=778
2025-12-01 12:20:50,243 INFO   : At goal, goal_count=779
2025-12-01 12:20:50,243 INFO   : At goal, goal_count=780
2025-12-01 12:20:50,243 INFO   : At goal, goal_count=781
2025-12-01 12:20:50,243 INFO   : At goal, goal_count=782
2025-12-01 12:20:50,243 INFO   : At goal, goal_count=783
2025-12-01 12:20:50,243 INFO   : At goal, goal_count=784
2025-12-01 12:20:50,244 INFO   : At goal, goal_count=785
2025-12-01 12:20:50,244 INFO   : At goal, goal_count=786
2025-12-01 12:20:50,244 INFO   : At goal, goal_count=787
2025-12-01 12:20:50,244 INFO   : At goal, goal_count=788
2025-12-01 12:20:50,244 INFO   : At goal, goal_count=789
2025-12-01 12:20:50,244 INFO   : At goal, goal_count=790
2025-12-01 12:20:50,244 INFO   : At goal, goal_count=791
2025-12-01 12:20:50,244 INFO   : At goal, goal_count=792
2025-12-01 12:20:50,244 INFO   : At goal, goal_count=793
2025-12-01 12:20:50,244 INFO   : At goal, goal_count=794
2025-12-01 12:20:50,244 INFO   : At goal, goal_count=795
2025-12-01 12:20:50,244 INFO   : At goal, goal_count=796
2025-12-01 12:20:50,245 INFO   : At goal, goal_count=797
2025-12-01 12:20:50,245 INFO   : At goal, goal_count=798
2025-12-01 12:20:50,245 INFO   : At goal, goal_count=799
2025-12-01 12:20:50,245 INFO   : At goal, goal_count=800
2025-12-01 12:20:50,245 INFO   : At goal, goal_count=801
2025-12-01 12:20:50,245 INFO   : At goal, goal_count=802
2025-12-01 12:20:50,245 INFO   : At goal, goal_count=803
2025-12-01 12:20:50,245 INFO   : At goal, goal_count=804
2025-12-01 12:20:50,245 INFO   : At goal, goal_count=805
2025-12-01 12:20:50,245 INFO   : At goal, goal_count=806
2025-12-01 12:20:50,245 INFO   : At goal, goal_count=807
2025-12-01 12:20:50,245 INFO   : At goal, goal_count=808
2025-12-01 12:20:50,246 INFO   : At goal, goal_count=809
2025-12-01 12:20:50,246 INFO   : At goal, goal_count=810
2025-12-01 12:20:50,246 INFO   : At goal, goal_count=811
2025-12-01 12:20:50,246 INFO   : At goal, goal_count=812
2025-12-01 12:20:50,246 INFO   : At goal, goal_count=813
2025-12-01 12:20:50,246 INFO   : At goal, goal_count=814
2025-12-01 12:20:50,246 INFO   : At goal, goal_count=815
2025-12-01 12:20:50,246 INFO   : At goal, goal_count=816
2025-12-01 12:20:50,246 INFO   : At goal, goal_count=817
2025-12-01 12:20:50,246 INFO   : At goal, goal_count=818
2025-12-01 12:20:50,246 INFO   : At goal, goal_count=819
2025-12-01 12:20:50,246 INFO   : At goal, goal_count=820
2025-12-01 12:20:50,247 INFO   : At goal, goal_count=821
2025-12-01 12:20:50,247 INFO   : At goal, goal_count=822
2025-12-01 12:20:50,247 INFO   : At goal, goal_count=823
2025-12-01 12:20:50,247 INFO   : At goal, goal_count=824
2025-12-01 12:20:50,247 INFO   : At goal, goal_count=825
2025-12-01 12:20:50,247 INFO   : At goal, goal_count=826
2025-12-01 12:20:50,247 INFO   : At goal, goal_count=827
2025-12-01 12:20:50,247 INFO   : At goal, goal_count=828
2025-12-01 12:20:50,247 INFO   : At goal, goal_count=829
2025-12-01 12:20:50,247 INFO   : At goal, goal_count=830
2025-12-01 12:20:50,247 INFO   : At goal, goal_count=831
2025-12-01 12:20:50,247 INFO   : At goal, goal_count=832
2025-12-01 12:20:50,248 INFO   : At goal, goal_count=833
2025-12-01 12:20:50,248 INFO   : At goal, goal_count=834
2025-12-01 12:20:50,248 INFO   : At goal, goal_count=835
2025-12-01 12:20:50,248 INFO   : At goal, goal_count=836
2025-12-01 12:20:50,248 INFO   : At goal, goal_count=837
2025-12-01 12:20:50,248 INFO   : At goal, goal_count=838
2025-12-01 12:20:50,248 INFO   : At goal, goal_count=839
2025-12-01 12:20:50,248 INFO   : At goal, goal_count=840
2025-12-01 12:20:50,248 INFO   : At goal, goal_count=841
2025-12-01 12:20:50,248 INFO   : At goal, goal_count=842
2025-12-01 12:20:50,248 INFO   : At goal, goal_count=843
2025-12-01 12:20:50,248 INFO   : At goal, goal_count=844
2025-12-01 12:20:50,249 INFO   : At goal, goal_count=845
2025-12-01 12:20:50,249 INFO   : At goal, goal_count=846
2025-12-01 12:20:50,249 INFO   : At goal, goal_count=847
2025-12-01 12:20:50,249 INFO   : At goal, goal_count=848
2025-12-01 12:20:50,249 INFO   : At goal, goal_count=849
2025-12-01 12:20:50,249 INFO   : At goal, goal_count=850
2025-12-01 12:20:50,249 INFO   : At goal, goal_count=851
2025-12-01 12:20:50,249 INFO   : At goal, goal_count=852
2025-12-01 12:20:50,249 INFO   : At goal, goal_count=853
2025-12-01 12:20:50,249 INFO   : At goal, goal_count=854
2025-12-01 12:20:50,249 INFO   : At goal, goal_count=855
2025-12-01 12:20:50,249 INFO   : At goal, goal_count=856
2025-12-01 12:20:50,250 INFO   : At goal, goal_count=857
2025-12-01 12:20:50,250 INFO   : At goal, goal_count=858
2025-12-01 12:20:50,250 INFO   : At goal, goal_count=859
2025-12-01 12:20:50,250 INFO   : At goal, goal_count=860
2025-12-01 12:20:50,250 INFO   : At goal, goal_count=861
2025-12-01 12:20:50,250 INFO   : At goal, goal_count=862
2025-12-01 12:20:50,250 INFO   : At goal, goal_count=863
2025-12-01 12:20:50,250 INFO   : At goal, goal_count=864
2025-12-01 12:20:50,250 INFO   : At goal, goal_count=865
2025-12-01 12:20:50,250 INFO   : At goal, goal_count=866
2025-12-01 12:20:50,250 INFO   : At goal, goal_count=867
2025-12-01 12:20:50,250 INFO   : At goal, goal_count=868
2025-12-01 12:20:50,250 INFO   : At goal, goal_count=869
2025-12-01 12:20:50,251 INFO   : At goal, goal_count=870
2025-12-01 12:20:50,251 INFO   : At goal, goal_count=871
2025-12-01 12:20:50,251 INFO   : At goal, goal_count=872
2025-12-01 12:20:50,251 INFO   : At goal, goal_count=873
2025-12-01 12:20:50,251 INFO   : At goal, goal_count=874
2025-12-01 12:20:50,251 INFO   : At goal, goal_count=875
2025-12-01 12:20:50,251 INFO   : At goal, goal_count=876
2025-12-01 12:20:50,251 INFO   : At goal, goal_count=877
2025-12-01 12:20:50,251 INFO   : At goal, goal_count=878
2025-12-01 12:20:50,252 INFO   : At goal, goal_count=879
2025-12-01 12:20:50,252 INFO   : At goal, goal_count=880
2025-12-01 12:20:50,252 INFO   : At goal, goal_count=881
2025-12-01 12:20:50,252 INFO   : At goal, goal_count=882
2025-12-01 12:20:50,252 INFO   : At goal, goal_count=883
2025-12-01 12:20:50,252 INFO   : At goal, goal_count=884
2025-12-01 12:20:50,252 INFO   : At goal, goal_count=885
2025-12-01 12:20:50,252 INFO   : At goal, goal_count=886
2025-12-01 12:20:50,252 INFO   : At goal, goal_count=887
2025-12-01 12:20:50,252 INFO   : At goal, goal_count=888
2025-12-01 12:20:50,252 INFO   : At goal, goal_count=889
2025-12-01 12:20:50,252 INFO   : At goal, goal_count=890
2025-12-01 12:20:50,253 INFO   : At goal, goal_count=891
2025-12-01 12:20:50,253 INFO   : At goal, goal_count=892
2025-12-01 12:20:50,253 INFO   : At goal, goal_count=893
2025-12-01 12:20:50,253 INFO   : At goal, goal_count=894
2025-12-01 12:20:50,253 INFO   : At goal, goal_count=895
2025-12-01 12:20:50,253 INFO   : At goal, goal_count=896
2025-12-01 12:20:50,253 INFO   : At goal, goal_count=897
